CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Contract,Monthly Charges,Churn_Probability,Churn_Risk_Band
9752-ZNQUT,Female,No,No,No,1,Month-to-month,48.6,0.6413,High
2897-DOVND,Male,No,No,No,2,Month-to-month,69.8,0.64,High
9799-CAYJJ,Female,Yes,Yes,No,2,Month-to-month,69.3,0.6397,High
9050-IKDZA,Female,Yes,No,No,2,Month-to-month,81.5,0.6394,High
1666-JXLKU,Female,No,No,No,37,Month-to-month,100.05,0.639,High
4770-UEZOX,Male,No,No,No,2,Month-to-month,74.75,0.6384,High
1078-TDCRN,Female,Yes,Yes,No,3,Month-to-month,30.75,0.6381,High
3496-LFSZU,Male,No,Yes,No,4,Month-to-month,70.5,0.6372,High
9133-AYJZG,Female,No,No,No,23,Month-to-month,98.7,0.635,High
8107-KNCIM,Male,Yes,Yes,No,14,Month-to-month,75.1,0.6334,High
3566-HJGPK,Male,No,No,No,1,Month-to-month,45.55,0.6322,High
5133-POWUA,Male,No,No,No,1,Month-to-month,45.8,0.6322,High
0674-EYYZV,Female,No,No,No,1,Month-to-month,54.65,0.6322,High
2740-TVLFN,Male,No,No,No,1,Month-to-month,50.15,0.6303,High
4521-YEEHE,Female,No,Yes,No,18,Month-to-month,88.85,0.6302,High
1219-NNDDO,Female,No,No,No,9,Month-to-month,76.85,0.6301,High
2275-RBYQS,Female,No,No,No,1,Month-to-month,45.4,0.6295,High
6242-MBHPK,Female,Yes,Yes,No,23,Month-to-month,95.1,0.6282,High
9696-RMYBA,Male,No,No,No,5,Month-to-month,80.1,0.6277,High
7402-EYFXX,Male,Yes,No,No,26,Month-to-month,93.6,0.6275,High
0018-NYROU,Female,No,Yes,No,5,Month-to-month,68.95,0.6274,High
2800-QQUSO,Male,No,No,No,42,Month-to-month,100.3,0.6273,High
2789-HQBOU,Male,No,No,No,3,Month-to-month,80.35,0.627,High
2905-KFQUV,Female,No,Yes,No,2,Month-to-month,70.4,0.6269,High
3050-GBUSH,Female,No,No,No,3,Month-to-month,34.8,0.6265,High
6267-DCFFZ,Female,Yes,Yes,No,30,Month-to-month,90.05,0.626,High
0928-JMXNP,Male,Yes,Yes,No,4,Month-to-month,29.9,0.6252,High
6077-BDPXA,Female,No,No,No,3,Month-to-month,70.15,0.625,High
8648-PFRMP,Female,Yes,No,No,14,Month-to-month,46.35,0.6241,High
6158-HDPXZ,Male,No,No,No,1,Month-to-month,25.35,0.6238,High
2080-CAZNM,Female,Yes,No,No,41,Month-to-month,104.4,0.6237,High
6542-LWGXJ,Male,No,Yes,No,3,Month-to-month,25.0,0.6229,High
2959-FENLU,Female,No,No,No,9,Month-to-month,85.3,0.6219,High
0848-ZGQIJ,Female,No,Yes,No,16,Month-to-month,94.65,0.6218,High
2107-FBPTK,Female,Yes,No,No,30,Month-to-month,104.1,0.6218,High
6705-LXORM,Female,Yes,Yes,No,5,Month-to-month,70.05,0.6212,High
2665-NPTGL,Female,Yes,Yes,No,26,Month-to-month,98.1,0.6204,High
7901-TBKJX,Male,Yes,No,No,56,Month-to-month,101.05,0.6203,High
7823-JSOAG,Male,No,No,No,3,Month-to-month,74.5,0.6192,High
3370-HXOPH,Female,No,No,No,3,Month-to-month,76.1,0.6188,High
1028-FFNJK,Male,Yes,Yes,No,30,Month-to-month,101.5,0.6186,High
0411-EZJZE,Female,No,No,No,3,Month-to-month,60.25,0.6169,High
2809-ZMYOQ,Female,No,No,No,32,Month-to-month,101.35,0.6145,High
0224-RLWWD,Female,Yes,No,No,2,Month-to-month,44.3,0.614,High
5760-IFJOZ,Male,No,No,No,3,Month-to-month,107.95,0.6138,High
1833-TCXKK,Male,No,Yes,No,45,Month-to-month,107.75,0.6129,High
8035-PWSEV,Female,No,No,No,6,Month-to-month,89.25,0.6125,High
0248-IPDFW,Female,No,No,No,1,Month-to-month,50.1,0.6122,High
2688-BHGOG,Male,Yes,No,No,9,Month-to-month,79.55,0.6112,High
1766-GKNMI,Male,No,No,No,29,Month-to-month,84.9,0.6096,High
2424-WVHPL,Male,Yes,No,No,1,Month-to-month,74.7,0.6081,High
0644-OQMDK,Male,Yes,No,No,4,Month-to-month,70.65,0.6078,High
5692-ICXLW,Male,Yes,No,No,31,Month-to-month,90.7,0.6058,High
5405-ZMYXQ,Female,No,No,No,8,Month-to-month,74.6,0.6057,High
0196-JTUQI,Female,No,No,No,9,Month-to-month,75.2,0.6057,High
5440-VHLUL,Male,No,No,No,69,One year,105.2,0.6055,High
2369-FEVNO,Male,No,No,No,1,Month-to-month,19.9,0.6053,High
7206-PQBBZ,Male,Yes,Yes,No,11,Month-to-month,70.2,0.6041,High
9633-XQABV,Female,No,No,No,3,Month-to-month,70.25,0.6038,High
2694-CIUMO,Female,No,No,No,12,Month-to-month,79.55,0.6023,High
7426-RHZGU,Male,No,No,No,9,Month-to-month,95.9,0.6014,High
0396-YCHWO,Male,No,Yes,No,36,Month-to-month,95.4,0.6005,High
0447-RXSGD,Male,No,No,No,24,Month-to-month,99.65,0.6,High
4062-HBMOS,Male,No,No,No,52,Month-to-month,103.05,0.5995,High
0480-BIXDE,Female,No,Yes,No,19,Month-to-month,96.8,0.5986,High
3518-PZXZQ,Female,No,Yes,No,1,Month-to-month,55.3,0.598,High
2969-QWUBZ,Female,No,No,No,2,Month-to-month,51.4,0.5979,High
5044-LRQAQ,Female,No,Yes,No,7,Month-to-month,69.2,0.597,High
0432-CAJZV,Male,No,No,No,3,Month-to-month,90.7,0.5964,High
2439-LYPMQ,Male,Yes,Yes,No,38,Month-to-month,102.6,0.596,High
6128-AQBMT,Male,Yes,Yes,No,41,Month-to-month,53.95,0.5953,High
1319-YLZJG,Male,No,Yes,No,12,Month-to-month,84.6,0.595,High
6519-CFDBX,Female,No,No,No,2,Month-to-month,45.4,0.5945,High
7245-NIIWQ,Female,No,No,No,3,Month-to-month,69.85,0.5944,High
5119-NZPTV,Male,Yes,Yes,No,2,Month-to-month,70.1,0.5941,High
9279-CJEOJ,Female,Yes,No,No,21,Month-to-month,95.4,0.5933,High
4661-NJEUX,Male,No,No,No,1,Month-to-month,20.05,0.5931,High
9121-PHQSR,Male,Yes,Yes,No,16,Month-to-month,85.05,0.5929,High
3005-TYFRD,Female,No,Yes,No,55,Month-to-month,103.65,0.5926,High
4815-GBTCD,Female,No,Yes,No,4,Month-to-month,25.15,0.5919,High
6496-JDSSB,Female,No,No,No,8,Month-to-month,80.0,0.5918,High
1469-LBJQJ,Female,No,Yes,No,66,Month-to-month,105.2,0.5914,High
9743-DQKQW,Male,No,No,No,3,Month-to-month,25.1,0.5912,High
3211-AAPKX,Male,No,No,No,20,Month-to-month,98.55,0.5905,High
1508-DFXCU,Male,No,No,No,12,Month-to-month,81.45,0.5887,High
0899-LIIBW,Male,No,Yes,No,34,Month-to-month,100.85,0.5885,High
8224-DWCKX,Male,Yes,No,No,12,Month-to-month,73.3,0.5874,High
1251-STYSZ,Female,Yes,No,No,4,Month-to-month,80.25,0.5868,High
8714-CTZJW,Female,No,No,No,4,Month-to-month,82.85,0.5866,High
6918-UMQCG,Female,No,No,No,5,Month-to-month,80.2,0.586,High
6986-IXNDM,Male,No,No,No,14,Month-to-month,92.9,0.5859,High
2187-PKZAY,Male,No,No,No,12,Month-to-month,79.95,0.5857,High
8705-WZCYL,Male,No,No,No,1,Month-to-month,44.8,0.5854,High
4373-VVHQL,Male,No,No,No,1,Month-to-month,44.75,0.5854,High
4450-DLLMH,Male,No,No,No,2,Month-to-month,71.3,0.5848,High
0410-IPFTY,Female,No,Yes,No,31,Month-to-month,83.85,0.5845,High
0585-EGDDA,Male,No,Yes,No,40,Month-to-month,80.0,0.5841,High
1932-UEDCX,Male,Yes,Yes,No,33,Month-to-month,100.6,0.584,High
6198-RTPMF,Female,No,Yes,No,17,Month-to-month,92.6,0.5829,High
5399-ZIMKF,Male,No,No,No,5,Month-to-month,74.65,0.5829,High
6583-KQJLK,Female,Yes,Yes,No,15,Month-to-month,94.65,0.5828,High
7442-YGZFK,Male,No,No,No,1,Month-to-month,49.8,0.5802,High
6260-ONULR,Male,No,No,No,1,Month-to-month,62.8,0.58,High
0749-IRGQE,Female,Yes,Yes,No,13,Month-to-month,45.3,0.58,High
9058-MJLZC,Female,No,No,No,24,Month-to-month,94.6,0.5792,High
8325-QRPZR,Female,No,No,No,7,Month-to-month,75.15,0.5791,High
3420-ZDBMA,Male,Yes,No,No,5,Month-to-month,71.45,0.5786,High
5442-BHQNG,Female,No,No,No,2,Month-to-month,70.35,0.5783,High
4854-CIDCF,Female,Yes,No,No,3,Month-to-month,73.85,0.5781,High
3995-WFCSM,Female,No,No,No,2,Month-to-month,60.85,0.5778,High
5183-SNMJQ,Male,No,No,No,10,Month-to-month,95.1,0.5768,High
4273-MBHYA,Female,No,No,Yes,1,Month-to-month,89.35,0.5765,High
2468-SJFLM,Male,No,No,No,1,Month-to-month,74.3,0.5754,High
2081-VEYEH,Male,No,No,No,3,Month-to-month,107.95,0.5743,High
0988-JRWWP,Female,No,No,No,3,Month-to-month,54.2,0.5715,High
8709-KRDVL,Female,No,No,No,33,Month-to-month,100.0,0.5709,High
1475-VWVDO,Male,No,No,No,7,Month-to-month,74.9,0.5705,High
3914-FDRHP,Male,No,No,No,9,Month-to-month,86.25,0.57,High
9588-OZDMQ,Female,No,Yes,No,2,Month-to-month,45.0,0.5697,High
9992-UJOEL,Male,No,No,No,2,Month-to-month,50.3,0.5696,High
0793-TWELN,Female,No,No,No,4,Month-to-month,80.15,0.5689,High
3904-UKFRE,Male,No,No,No,4,Month-to-month,80.1,0.568,High
4291-SHSBH,Male,No,No,No,7,Month-to-month,69.55,0.567,High
9402-ORRAH,Female,Yes,No,No,15,Month-to-month,91.5,0.5663,High
5365-LLFYV,Female,No,No,No,2,Month-to-month,45.85,0.5648,High
7422-WNBTY,Male,No,Yes,No,33,Month-to-month,93.35,0.5643,High
6212-ATMLK,Female,No,No,No,50,Month-to-month,95.7,0.5627,High
2203-GHNWN,Female,No,Yes,No,24,Month-to-month,79.65,0.5604,High
0225-ZORZP,Male,No,No,No,3,Month-to-month,84.3,0.5603,High
9244-ZVAPM,Male,No,No,No,1,Month-to-month,45.6,0.5603,High
7537-RBWEA,Female,No,No,No,1,Month-to-month,25.15,0.5594,High
4367-NHWMM,Female,No,No,No,1,Month-to-month,24.9,0.5594,High
1016-DJTSV,Male,Yes,No,No,8,Month-to-month,69.7,0.5585,High
0147-ESWWR,Female,Yes,Yes,No,39,Month-to-month,101.25,0.5581,High
6582-OIVSP,Female,No,No,No,1,Month-to-month,45.3,0.5574,High
7754-IXRMC,Female,No,No,No,1,Month-to-month,45.35,0.5574,High
7252-NTGSS,Female,No,No,No,1,Month-to-month,45.15,0.5574,High
8270-RKSAP,Male,No,No,No,9,Month-to-month,70.5,0.5574,High
2761-XECQW,Male,Yes,Yes,No,8,Month-to-month,43.35,0.5562,High
8564-LDKFL,Male,No,Yes,No,40,One year,106.0,0.5556,High
7517-LDMPS,Female,No,No,No,12,Month-to-month,84.6,0.5555,High
4546-FOKWR,Female,No,No,No,16,Month-to-month,74.75,0.5547,High
4128-ETESU,Female,Yes,Yes,No,47,Month-to-month,99.7,0.5528,High
7379-FNIUJ,Male,No,No,No,2,Month-to-month,100.2,0.5527,High
3413-BMNZE,Male,Yes,No,No,1,Month-to-month,45.25,0.5525,High
4299-SIMNS,Male,No,No,No,9,Month-to-month,81.15,0.5524,High
3481-JHUZH,Male,No,Yes,No,41,Month-to-month,80.25,0.5493,High
6339-YPSAH,Male,No,No,No,9,Month-to-month,73.8,0.5492,High
2800-VEQXM,Female,No,No,No,3,Month-to-month,74.75,0.5486,High
2862-PFNIK,Male,No,No,Yes,1,Month-to-month,24.7,0.5479,High
6923-JHPMP,Female,No,No,No,2,Month-to-month,80.45,0.5478,High
5857-TYBCJ,Male,Yes,Yes,No,44,Month-to-month,89.2,0.547,High
3587-PMCOY,Male,No,No,No,10,One year,98.9,0.547,High
6507-ZJSUR,Male,Yes,Yes,No,23,Month-to-month,90.45,0.5465,High
4223-WOZCM,Male,Yes,No,No,2,Month-to-month,49.95,0.5462,High
9903-LYSAB,Male,No,Yes,No,18,Month-to-month,73.15,0.5456,High
8818-DOPVL,Female,Yes,No,No,46,Month-to-month,104.45,0.5454,High
2103-ZRXFN,Male,No,No,No,1,Month-to-month,50.75,0.5448,High
3966-HRMZA,Female,Yes,No,No,3,Month-to-month,75.05,0.5444,High
9129-UXERG,Female,Yes,No,No,18,Month-to-month,103.6,0.5441,High
3748-FVMZZ,Male,No,No,No,4,Month-to-month,40.05,0.5434,High
1013-QCWAM,Female,Yes,Yes,No,66,Month-to-month,100.8,0.5432,High
5091-HFAZW,Female,No,No,No,2,Month-to-month,91.15,0.5423,High
9208-OLGAQ,Female,Yes,No,No,18,Month-to-month,84.95,0.5422,High
2378-VTKDH,Male,Yes,Yes,No,65,Month-to-month,104.35,0.5412,High
8687-BAFGU,Male,No,No,No,1,Month-to-month,74.0,0.541,High
9773-PEQBZ,Male,No,No,No,10,Month-to-month,79.85,0.5404,High
2984-AFWNC,Female,No,No,No,3,Month-to-month,95.4,0.5387,High
4553-DVPZG,Female,No,Yes,No,62,Month-to-month,101.35,0.5383,High
9494-MRNYX,Male,No,No,No,10,Month-to-month,75.05,0.5373,High
2041-JIJCI,Female,No,No,No,5,Month-to-month,64.0,0.5371,High
5630-IXDXV,Female,No,No,No,47,Month-to-month,106.35,0.5369,High
0082-LDZUE,Male,No,No,No,1,Month-to-month,44.3,0.5365,High
5233-AOZUF,Female,No,Yes,No,29,Month-to-month,74.95,0.5361,High
2478-EEWWM,Male,No,Yes,No,59,Month-to-month,44.3,0.5358,High
4029-HPFVY,Male,No,No,No,3,Month-to-month,70.3,0.5357,High
9214-EKVXR,Female,No,No,No,1,Month-to-month,44.0,0.5348,High
1101-SSWAG,Female,No,Yes,No,15,Month-to-month,51.1,0.5341,High
9506-UXUSK,Male,No,No,No,13,Month-to-month,70.15,0.5339,High
4781-ZXYGU,Male,No,Yes,Yes,1,Month-to-month,20.15,0.5338,High
8266-VBFQL,Male,No,No,No,4,Month-to-month,90.4,0.5336,High
2043-WVTQJ,Male,No,Yes,No,1,Month-to-month,55.7,0.532,High
